rows: 548
cols: 6
0.389276,0.012913,-0.279559,0.182000,-1.010000,-0.008000
0.383950,0.002260,-0.274233,0.140000,-1.022000,0.000000
0.357318,0.028892,-0.284885,0.098000,-0.998000,-0.004000
0.320034,0.028892,-0.322170,0.082000,-0.972000,-0.008000
0.288076,0.060849,-0.380759,0.056000,-0.954000,-0.018000
0.304055,0.060849,-0.338149,0.052000,-0.930000,-0.046000
0.325360,0.087481,-0.332822,0.056000,-0.916000,-0.062000
0.325360,0.087481,-0.322170,0.080000,-0.900000,-0.068000
0.325360,0.092807,-0.332822,0.094000,-0.882000,-0.042000
0.304055,0.167376,-0.290212,0.118000,-0.858000,-0.022000
0.256117,0.273902,-0.252927,0.144000,-0.828000,-0.034000
0.304055,0.289881,-0.199664,0.148000,-0.826000,-0.066000
0.341339,0.247270,-0.167706,0.146000,-0.832000,-0.072000
0.336013,0.295208,-0.082485,0.124000,-0.842000,-0.058000
0.309381,0.332492,-0.071832,0.120000,-0.844000,-0.074000
0.266770,0.343145,-0.077159,0.104000,-0.860000,-0.094000
0.272097,0.348471,-0.055853,0.116000,-0.912000,-0.102000
0.266770,0.396408,-0.039874,0.128000,-0.936000,-0.154000
0.261444,0.470976,-0.023896,0.140000,-0.962000,-0.170000
0.309381,0.518913,-0.007917,0.152000,-0.980000,-0.156000
0.304055,0.609461,0.040020,0.164000,-0.962000,-0.134000
0.298728,0.646745,0.050673,0.156000,-0.932000,-0.140000
0.298728,0.678703,0.098610,0.162000,-0.910000,-0.124000
0.261444,0.710661,0.141220,0.158000,-0.906000,-0.098000
0.202854,0.769250,0.194483,0.152000,-0.906000,-0.124000
0.112307,0.849145,0.242420,0.148000,-0.884000,-0.174000
0.016433,0.960998,0.274378,0.162000,-0.882000,-0.210000
-0.010198,0.982303,0.258399,0.160000,-0.900000,-0.218000
-0.047483,0.960998,0.215789,0.152000,-0.936000,-0.200000
-0.116725,0.907735,0.157199,0.132000,-0.976000,-0.222000
-0.138030,0.827840,0.040020,0.102000,-1.008000,-0.266000
-0.207272,0.705334,-0.077159,0.066000,-1.064000,-0.304000
-0.201946,0.492282,-0.114443,0.016000,-1.128000,-0.294000
-0.308472,0.364450,-0.178359,-0.028000,-1.150000,-0.326000
-0.494894,0.199334,-0.173033,-0.068000,-1.118000,-0.388000
-0.665336,0.098133,-0.082485,-0.090000,-1.118000,-0.422000
-0.771862,0.018239,0.013389,-0.060000,-1.042000,-0.440000
-0.803820,0.018239,0.093284,-0.060000,-0.972000,-0.440000
-0.612073,0.119439,0.082631,0.014000,-0.922000,-0.472000
-0.404346,-0.003066,0.103936,0.108000,-0.908000,-0.362000
-0.308472,-0.317319,0.008062,0.108000,-0.952000,0.020000
-0.414999,-0.423846,-0.093138,0.022000,-1.048000,0.214000
-0.425651,-0.248077,-0.146401,0.062000,-1.260000,0.122000
-0.191293,-0.109593,-0.220969,0.056000,-1.438000,0.126000
-0.106072,-0.152203,-0.311517,-0.058000,-1.476000,0.192000
-0.345757,-0.402540,-0.295538,-0.148000,-1.324000,0.228000
-0.425651,-0.498414,-0.258254,-0.204000,-1.092000,0.216000
-0.414999,-0.402540,-0.204990,-0.170000,-1.042000,0.162000
-0.399020,-0.242751,-0.183685,-0.074000,-1.170000,0.226000
-0.335104,-0.109593,-0.226296,0.042000,-1.356000,0.234000
-0.265862,0.018239,-0.210317,0.190000,-1.518000,0.206000
-0.148683,0.098133,-0.103790,0.324000,-1.612000,0.158000
-0.052809,0.209986,0.029368,0.402000,-1.586000,0.126000
-0.058135,0.300534,0.018715,0.420000,-1.448000,0.112000
0.016433,0.305860,0.018715,0.336000,-1.288000,0.080000
0.016433,0.167376,0.087957,0.164000,-1.216000,0.084000
0.032412,-0.035024,0.093284,-0.026000,-1.180000,0.078000
-0.020851,-0.253403,0.119915,-0.174000,-1.102000,0.026000
-0.015525,-0.445151,0.157199,-0.262000,-1.032000,-0.022000
0.043065,-0.700815,0.167852,-0.296000,-1.002000,-0.030000
0.096328,-0.897893,0.183831,-0.280000,-0.972000,-0.048000
0.133612,-1.084310,0.226441,-0.230000,-0.948000,-0.044000
