rows: 492
cols: 6
0.028035,-0.148282,-0.241913,0.166000,-0.956000,0.290000
0.001404,-0.153608,-0.268544,-0.050000,-0.876000,0.006000
0.001404,-0.137629,-0.311155,-0.028000,-0.874000,-0.016000
-0.019902,-0.126976,-0.348439,-0.022000,-0.862000,-0.046000
0.059993,-0.126976,-0.407029,-0.028000,-0.846000,-0.050000
0.017383,-0.137629,-0.423008,-0.060000,-0.810000,-0.038000
-0.062512,-0.126976,-0.407029,-0.054000,-0.786000,-0.080000
-0.051860,-0.174913,-0.369745,-0.062000,-0.832000,-0.042000
-0.222302,-0.169587,-0.396376,-0.094000,-0.874000,-0.046000
-0.057186,-0.132303,-0.332460,-0.040000,-0.966000,-0.054000
0.139888,-0.084366,-0.263218,-0.054000,-1.060000,0.108000
0.203804,0.032814,-0.236587,-0.068000,-1.050000,0.032000
0.139888,0.038140,-0.257892,-0.050000,-1.054000,0.102000
-0.030554,0.000856,-0.252566,-0.038000,-1.024000,0.020000
-0.137081,-0.089692,-0.295176,0.006000,-0.996000,-0.118000
-0.275565,-0.233503,-0.279197,0.036000,-1.010000,-0.186000
-0.403397,-0.409271,-0.247239,-0.004000,-0.966000,-0.280000
-0.541881,-0.616998,-0.263218,-0.100000,-0.932000,-0.340000
-0.579165,-0.824725,-0.183323,-0.224000,-0.944000,-0.346000
-0.398070,-0.798093,-0.076797,-0.336000,-1.026000,-0.294000
-0.051860,-0.819398,0.051035,-0.384000,-1.210000,-0.128000
0.342288,-0.771461,0.296045,-0.330000,-1.432000,0.082000
0.507404,-0.680914,0.562362,-0.138000,-1.668000,0.340000
0.438162,-0.606345,0.759436,0.200000,-1.792000,0.450000
0.411530,-0.457208,0.977815,0.586000,-1.732000,0.506000
0.262393,-0.276113,0.903246,0.786000,-1.656000,0.574000
-0.126428,-0.126976,0.786067,0.822000,-1.088000,0.530000
-0.552534,-0.100345,0.615625,0.470000,-0.528000,0.404000
-0.557860,-0.047081,0.466488,0.082000,-0.520000,0.378000
-0.541881,-0.009797,0.269414,-0.190000,-0.880000,0.366000
-0.472639,0.096729,0.125603,-0.328000,-1.220000,0.286000
-0.254260,0.128687,-0.034186,-0.358000,-1.418000,0.204000
0.028035,0.112708,-0.087450,-0.294000,-1.416000,0.160000
0.150541,0.059445,-0.146039,-0.158000,-1.248000,0.128000
0.017383,0.128687,-0.209955,-0.030000,-1.092000,0.140000
-0.019902,0.187277,-0.241913,0.092000,-1.010000,0.158000
0.006730,0.213908,-0.215281,0.174000,-0.994000,0.196000
0.028035,0.240540,-0.177997,0.248000,-0.978000,0.188000
-0.019902,0.256519,-0.124734,0.296000,-0.934000,0.186000
-0.062512,0.261845,-0.076797,0.252000,-0.908000,0.174000
0.001404,0.251193,-0.055492,0.178000,-0.914000,0.174000
0.044014,0.219235,-0.060818,0.110000,-0.908000,0.168000
0.006730,0.155319,-0.018207,0.050000,-0.874000,0.144000
0.012056,0.149992,0.008424,0.014000,-0.842000,0.142000
0.044014,0.102056,0.003098,-0.024000,-0.812000,0.144000
0.033362,0.091403,0.024403,-0.058000,-0.770000,0.164000
0.075972,0.048793,0.072340,-0.078000,-0.750000,0.150000
0.075972,0.027487,0.082993,-0.076000,-0.744000,0.158000
0.065320,-0.041755,0.130930,-0.058000,-0.740000,0.158000
0.044014,-0.031102,0.194845,-0.030000,-0.806000,0.124000
0.070646,-0.063060,0.216151,0.006000,-0.852000,0.108000
0.070646,-0.079039,0.285393,0.042000,-0.930000,0.076000
0.102604,-0.084366,0.306698,0.074000,-0.944000,0.066000
0.113256,-0.041755,0.322677,0.088000,-0.938000,0.058000
0.059993,-0.020450,0.354635,0.084000,-0.918000,0.058000
-0.030554,-0.047081,0.375940,0.070000,-0.880000,0.058000
-0.110449,-0.015123,0.354635,0.062000,-0.878000,0.020000
-0.099796,-0.004471,0.354635,0.040000,-0.884000,0.010000
-0.057186,0.027487,0.349309,0.030000,-0.884000,-0.008000
-0.009249,0.048793,0.370614,0.032000,-0.894000,-0.042000
0.107930,0.096729,0.381267,0.052000,-0.884000,-0.024000
0.033362,0.171298,0.359961,0.078000,-0.850000,-0.008000
-0.211649,0.213908,0.301372,0.090000,-0.858000,-0.070000
-0.248933,0.240540,0.285393,0.104000,-0.916000,-0.094000
-0.163712,0.277824,0.258761,0.078000,-1.034000,-0.048000
-0.163712,0.352393,0.210824,0.080000,-1.038000,-0.072000
-0.025228,0.410982,0.136256,0.034000,-0.994000,-0.122000
0.001404,0.293803,0.130930,-0.030000,-1.030000,-0.050000
-0.067839,0.165971,0.114951,-0.042000,-0.984000,-0.024000
-0.259586,0.139340,0.082993,-0.026000,-0.994000,-0.020000
-0.424702,0.181950,0.098972,-0.032000,-1.056000,-0.128000
-0.302197,0.197929,0.088319,-0.106000,-1.114000,-0.254000
0.012056,0.267172,0.019077,-0.146000,-1.186000,-0.266000
0.299678,0.261845,-0.114081,-0.066000,-1.270000,-0.206000
0.400878,0.267172,-0.263218,0.002000,-1.400000,-0.072000
0.235762,0.293803,-0.407029,-0.052000,-1.398000,-0.008000
0.001404,0.373698,-0.588124,-0.148000,-1.344000,0.076000
-0.169039,0.341740,-0.694650,-0.200000,-1.298000,0.146000
-0.158386,0.181950,-0.785197,-0.246000,-1.346000,0.212000
0.044014,0.096729,-0.721277,-0.308000,-1.460000,0.302000
-0.089144,0.059445,-0.630734,-0.348000,-1.400000,0.332000
-0.131754,0.165971,-0.502903,-0.164000,-1.154000,0.258000
-0.158386,0.251193,-0.359092,0.038000,-1.120000,0.330000
0.006730,0.293803,-0.247239,0.126000,-1.184000,0.364000
0.129235,0.309782,-0.172671,0.134000,-1.194000,0.352000
0.193151,0.325761,-0.124734,0.094000,-1.142000,0.322000
0.123909,0.267172,-0.124734,-0.002000,-1.064000,0.288000
0.070646,0.229887,-0.082123,-0.090000,-1.002000,0.250000
0.065320,0.144666,-0.060818,-0.144000,-0.998000,0.242000
