Gx,Gy,Gz,Ax,Ay,Az
2.033086999999999,5.132888,0.30701199999999923,20.403999999999996,627.222,30.729999999999997
6.902833223860041,4.817554724057618,3.5566575315081126,3.6333583018308464,0.5845203400641396,6.614314182688046
5.684669351778465,11.911722275908817,6.150638250457024,3.372658548070208,0.466816350820314,3.8542937446023493
11.940500109143445,5.9130667089455935,3.022064561716049,2.048488559699588,0.3710159226776272,5.101748344351838
9.003868832929783,12.974135049932976,5.2943793847136895,1.6433119111028645,0.1388643732058554,0.8911455334181498
9.074346743266771,18.381347736238517,2.228736317396753,0.8868764081043463,1.3148206232949988,1.6289469769977505
26.58300978660456,107.67206757832763,54.160772145684554,12.320778948757308,2.8664700839796833,2.492808396304894
13.548658767563158,29.334291395648055,14.51028946088428,1.236305936072039,2.2109322941899405,2.857338739648683
7.372790796258738,23.977099247107557,4.271217330488922,4.4327756627526425,1.1745917805032258,1.2255972739937557
10.900057782819772,16.312741998493944,5.305235562414017,2.550876946488561,6.029874168599534,2.6210229034785315
10.105237820279015,10.793662570480935,14.517478017921809,0.9401253289472586,2.697889700480354,5.560698166333174
9.523712312868197,17.814617392408994,4.802175921821989,6.901403421004438,7.90981214216982,8.179059956984084
45.76956252550289,42.73037569514347,17.23230816916725,17.39527562056808,67.97420615723004,55.655225244505175
18.745982832386698,19.118075538544346,0.7449030534409574,5.023380972206418,16.124036330493848,11.948241407715694
13.186029850140784,9.343289413488558,10.576363999217998,3.348653189133471,6.658927846086233,7.523108169778456
6.78400212624956,22.129002676103294,6.407201876577865,4.682370932737151,0.2729805139217621,6.518244671358593
18.540611731164063,31.2088573683964,12.078418542700325,8.290694192840636,10.55990965595832,4.809977697252933
2.4305028861574116,36.16458671406206,13.507652375473787,8.661586589441482,3.0442477864621664,1.4676409428847872
38.02271057752466,82.4332632746004,68.66091934810053,25.12316354691509,9.031648737614109,2.5688031889337437
16.645196997647133,43.139838558121745,20.260688604730777,17.571920759703456,9.793527301951936,9.400285464695576
8.783845321223339,13.328200714035708,15.016190027852268,8.67220425257446,5.867635063292626,3.2604148522394616
6.833344316083954,11.582073146207836,13.73545375985233,7.782250372919202,0.9801911572925169,6.443073144095135
14.005676972646427,13.931762420456145,5.053733087085723,8.509739922405844,6.065767466818448,10.568878924081949
17.20784113114718,18.76291770137997,4.93508024536598,6.9964988914610045,3.652454878896709,8.7504234085573
21.830936977893927,36.875190172186905,18.507617099826394,19.46124004357372,19.92751011995539,26.2851959006338
11.999532448750244,9.855214732566276,16.935065243653238,17.184921153685938,4.839394691550685,16.210584688074263
22.728315070307406,12.333036849214837,6.730210920769338,7.736346416190363,5.927171321871428,13.205814430308873
15.900221611342522,11.617274149911935,5.857900191871814,9.168361260193585,5.370007694559972,9.59159469965424
16.08436712741191,31.264960318580485,8.232698484259725,10.177356328964548,9.528180061842587,5.308715491958112
8.874797526352378,27.109872965924026,7.038278938968316,13.944005910683185,5.256670898968675,1.9247809938109774
4.184805091540867,86.80316505446038,33.118904705727864,44.75677881644435,10.97492893782222,3.865063182275848
27.429754671807387,51.67981355480771,29.125546016184863,30.02356791393673,4.46130476823594,15.106604158565684
7.41417805669756,13.739819625227106,21.971046685710046,12.138384539040407,0.6848689329579273,2.241355157113607
14.579011505877677,24.031440604493422,15.533865859913261,5.601773237503653,5.918746355598148,4.752173012529248
31.410611235491555,12.636048860033027,4.483449248458599,11.188138776660326,13.079907360844038,9.805845657792556
11.94550078381614,6.485089350030443,2.420333580559138,5.9595004085914525,11.584631832818092,4.83525692918675
55.086597120114675,16.19528021231999,29.879776655628245,21.938406574608504,36.99876513891002,19.710509680539932
30.65709608743113,9.669744803292126,22.249082616428133,7.740200128064778,34.01555354448671,20.43451907397325
22.049744826777545,16.076837333663754,11.119574521845019,7.2008734765732685,8.344987934110039,12.305665353482315
16.810023128460955,20.3198595766034,3.487670876360695,10.174980383683586,16.145713941754195,2.9139455725775525
6.698002673502661,11.320411132062985,12.692432677258404,12.350711134184175,10.637756077019347,0.8466773706483921
13.712745333587858,13.924180110815298,4.009721581826822,7.112730333841842,3.1396945636390385,3.6188490489696696
24.85517280902537,39.40774582291151,10.449127451252105,21.072881396752738,15.106210650087842,2.2665563123953247
7.471971102606114,25.044391863904323,20.174702026673394,15.096943423702058,5.487467681023642,9.045191901519578
8.512031107274879,15.50041268733707,9.92195493223124,14.471932593335902,4.256827895221571,3.919594619756413
9.355697774548636,12.318443879690527,4.562938149026737,2.9314314442959706,11.488451600313205,3.695270988391247
19.028779437389073,19.61452807218388,1.8765840801167015,13.359040386752122,9.23022004672719,5.161413453196298
12.140249175766652,6.762169931511949,4.911103014082329,7.3845203600686,8.807128035431667,2.0020342436277723
27.551502407374777,17.10887630111714,10.1345676353725,15.209134524236976,16.923454707236218,6.508979082702952
14.02451114142678,0.9304740926278138,12.907385830316917,9.177688788449391,25.58022821790802,10.931353800172717
11.31852854600606,6.390927504206489,10.34165093209351,5.083011015006724,9.716506204700202,4.482333761449598
14.966540976925007,7.585145723476571,5.538817419694118,9.293367997434103,5.7332383164721525,2.418698449683195
23.52420171225395,8.171867399729441,9.493626770817178,5.973056168028166,5.644713862590182,6.159045182368036
16.851379033662706,1.8276595971058196,4.198906182526293,5.363743602591054,6.424961367452918,3.4195690645218124
31.61082716412958,15.225712366700195,9.120228455375074,16.954569971104583,15.10220994071751,5.37752851726759
25.213562795438815,19.859278244947646,2.6970679489913065,10.624728487143871,16.002706316753898,10.406497184031865
4.6384997668162695,2.8937727837300824,1.8513209197444613,2.234435478488134,5.105450478387347,4.044977437182784
14.432127873699164,10.132326590853097,2.518476563534309,7.294692244074156,6.397546721298164,4.765082150042453
9.660242239424374,7.967664677919533,5.146057566149056,5.41288951047938,7.204540605043419,2.733917224573449
7.684281875959774,1.0623193468515355,2.587335293363072,3.5840319642645793,5.63585586331848,1.5633989143314626
17.08156675783058,5.628026928171107,4.441307179260454,2.5160967590096863,8.725204399238997,5.423225383413431
