Gx,Gy,Gz,Ax,Ay,Az
-12.203247999999999,-1.184915999999994,3.014776000000001,-5.966000000000004,-473.558,23.443999999999996
-5.1180871281915,12.157702776568398,3.7770273652020085,1.269352742735403,-0.9518348130074812,1.0524318805416386
-0.24732659734373708,14.448690148174922,1.3582455986143178,1.6309088124090443,-1.6130964314922978,1.2103305664601185
1.19013793773599,-0.3495885056405974,-2.0565787875476267,2.06474551235293,-1.9341544625288936,-0.7348713310719599
0.018896133979142915,5.401359074414223,3.7295826503253533,-0.8533249467574385,-1.2494930056602043,-0.6718918174322606
26.23975975500846,101.29199018939568,-37.888006920524745,8.04974165089083,-4.448299716123475,-0.07788962424203127
-0.8967809193326861,-0.2748762274753783,-10.641425449729645,1.1927660395577147,-4.173915003971938,-1.0807929965354344
-1.4596213730424215,-4.134976332867935,-7.433334435402177,-1.083951016156374,-2.644418386681168,-2.63269401253529
5.193723254281221,1.071151262168269,-1.5359770290117443,0.914145135860466,-3.4823057747073936,-2.4308365782110393
-5.053695577317446,-3.6337920503102232,0.5275274951928597,3.0728654064193064,-2.380635027312399,-1.8741093110502953
-54.87338703259515,-21.717428988369463,3.4444907192713625,-2.5294878823058493,99.86026477452313,-18.81126962695413
4.017260719857853,5.7269770117982635,0.3049427383027329,-0.7079473096438753,-7.657398132101391,-2.2049882562420766
5.493588091070567,8.479775505647067,-2.9628998942180615,1.4953391651743038,-1.559069990733244,-0.2734804344549324
3.948840270315558,-1.957853845295769,-1.391966846045698,2.8703387190378042,1.2768393413195605,0.5768692977096106
1.1160512280027484,3.2388379987643114,-4.332076861201095,2.0881192387171605,1.592781299777921,0.17657544954393495
13.805260369748044,18.205468587215197,-43.20620545183591,41.698416862319604,-0.23295263658314092,1.2847113002356862
-4.140778407979587,13.72824526800301,19.46126185802536,-8.466360775632554,0.21986767873519564,0.3450723464378793
-2.26864640231196,2.1573584040605027,6.422697984720745,-3.827937685199867,-1.6911144188458416,-0.001572498908227693
3.7778761525296796,-7.030628280106338,6.6176625000088425,-1.8225692760048147,-6.801849319937809,-0.4796399385717537
4.022767499170444,4.602112104637615,3.129727123725467,-0.43850204529060705,0.6818978403112077,2.7436644326852537
