Ax,Ay,Az,Gx,Gy,Gz
-0.0029608938547486035,-1.004659217877095,0.05351396648044693,-0.009159611731843575,-0.018038081005586595,0.00620725139664804
-0.005,-0.925,0.002,-0.009249,0.0221605,0.035056
-0.894,-1.914,-0.554,-1.19169,-1.99119,-1.41371
0.904,-0.176,1.178,1.49278,2.38173,1.0364
-0.043903297619042235,-0.34179931517631573,0.8720854533468005,0.4011717344630408,0.1828216503989174,-0.4602835381570682
0.19453094472706844,0.31030829250023406,0.2213428107736962,0.37802070887300643,0.9023829701788334,0.4002800068974128
0.014150121575850754,0.019432144092456718,0.015080823064145408,0.02548062956414414,0.055193572628632635,0.026296098834580423
0.26773286451025363,0.36767342058236985,0.28534256306509465,0.48211613632887135,1.0443114020757163,0.49754553900387033
1.8686284253038608,-0.6415268410305548,1.0914826896682595,0.25054865973845963,-1.0584959853816729,-0.16805605736185303
0.07168088673886583,0.1351837442027402,0.08142037829655753,0.23243596890867885,1.090586304505348,0.24755156338265186
-inf,5.812751687458601,-inf,-inf,-inf,-inf
0.2677492364718991,1.0698242324177165,0.29031727972173466,0.4822031391392605,1.0444671736688103,0.49758425754092445
-1.06,-359.668,19.158,-3.279141,-6.457633000000001,2.2221959999999985
-0.0029608938547486035,-1.004659217877095,0.05351396648044693,-0.009159611731843575,-0.018038081005586595,0.00620725139664804
-0.005,-0.925,0.002,-0.009249,0.0221605,0.035056
0.904,-0.176,1.178,1.49278,2.38173,1.0364
-0.894,-1.914,-0.554,-1.19169,-1.99119,-1.41371
0.26773286451025363,0.36767342058236985,0.28534256306509465,0.48211613632887135,1.0443114020757163,0.49754553900387033
25.661757452513967,48.395780424581,29.148495430167596,83.21207686930703,390.42989701291464,88.62345969098936
-0.043903297619042235,-0.34179931517631573,0.8720854533468005,0.4011717344630408,0.1828216503989174,-0.4602835381570682
0.19453094472706844,0.31030829250023406,0.2213428107736962,0.37802070887300643,0.9023829701788334,0.4002800068974128
1.8686284253038608,-0.6415268410305548,1.0914826896682595,0.25054865973845963,-1.0584959853816729,-0.16805605736185303
0.07168088673886583,0.1351837442027402,0.08142037829655753,0.23243596890867885,1.090586304505348,0.24755156338265186
0.2677492364718991,1.0698242324177165,0.29031727972173466,0.4822031391392605,1.0444671736688103,0.49758425754092445
