Ax,Ay,Az,Gx,Gy,Gz
-0.0046254980079681275,-0.9907490039840637,-0.026302788844621516,-0.0057295916334661355,0.003632434262948206,-0.0026456195219123494
0.014,-0.942,-0.044,0.012647,0.038041,0.009991
-0.764,-1.922,-0.548,-0.674452,-1.41071,-1.27366
0.6,-0.522,0.704,1.15781,0.810358,1.08058
-0.35760331571893467,-0.6348802650341859,0.2878146072251487,0.2224939587089548,-0.29458557205248415,-0.42206037352479586
0.16655532451865843,0.23939134299455567,0.16595269916350533,0.20666352396787352,0.3565261819018746,0.29172726874970234
0.01001754456750851,0.012642501862589924,0.009958950121035653,0.012474252642233412,0.019236848267261557,0.016374416831379433
0.22444665731378952,0.2832597613136854,0.2231338278515039,0.27949007755034555,0.43100844341072636,0.3668746466260875
0.7262631111702995,-0.37673315434601307,0.23038966556295515,1.1166417822934331,-0.4140660022105025,0.4556902544293857
0.05037630197933366,0.08023609237948602,0.04978870513166458,0.07811470344909818,0.1857682782913373,0.13459700633701657
-inf,6.178981907306154,-inf,-inf,-inf,-inf
0.22449431442946474,1.0304463505078276,0.22467875251716465,0.27954880015729716,0.4310237497748957,0.3668841855949522
-2.322,-497.356,-13.204,-2.876255,1.8234819999999994,-1.3281009999999993
-0.0046254980079681275,-0.9907490039840637,-0.026302788844621516,-0.0057295916334661355,0.003632434262948206,-0.0026456195219123494
0.014,-0.942,-0.044,0.012647,0.038041,0.009991
0.6,-0.522,0.704,1.15781,0.810358,1.08058
-0.764,-1.922,-0.548,-0.674452,-1.41071,-1.27366
0.22444665731378952,0.2832597613136854,0.2231338278515039,0.27949007755034555,0.43100844341072636,0.3668746466260875
25.2889035936255,40.278518374501985,24.993929976095618,39.213581131447285,93.25567570225132,67.56769718118233
-0.35760331571893467,-0.6348802650341859,0.2878146072251487,0.2224939587089548,-0.29458557205248415,-0.42206037352479586
0.16655532451865843,0.23939134299455567,0.16595269916350533,0.20666352396787352,0.3565261819018746,0.29172726874970234
0.7262631111702995,-0.37673315434601307,0.23038966556295515,1.1166417822934331,-0.4140660022105025,0.4556902544293857
0.05037630197933366,0.08023609237948602,0.04978870513166458,0.07811470344909818,0.1857682782913373,0.13459700633701657
0.22449431442946474,1.0304463505078276,0.22467875251716465,0.27954880015729716,0.4310237497748957,0.3668841855949522
