Ax,Ay,Az,Gx,Gy,Gz
-0.006833013435700576,-1.0098119001919388,0.009846449136276393,-0.05046914779270634,0.013419921305182343,-0.005990575815738966
-0.006,-0.934,-0.006,0.012056,0.006182,-0.018207
-0.358,-2.39,-0.834,-0.994623,-0.915272,-0.721277
0.402,-0.534,0.784,0.363594,1.40168,0.844657
-0.04381436942284763,-1.2603751465729567,0.25594650204110947,-1.4841852285626054,0.25405903294386467,0.10328510996389212
0.1143163781447902,0.2685029011829459,0.1888289094130953,0.17177557559101242,0.3668059087315476,0.2346947839788389
0.006229604406283724,0.015097809319112095,0.011751910632282895,0.010241632229624086,0.019753482347848215,0.012629494372422913
0.14219336454852377,0.344613905536465,0.26824234793983276,0.23376960240523526,0.4508816183828936,0.28827356927352066
-0.43505218151674097,2.0081254574108867,0.9046534484837765,2.5331667115754426,-0.24890728139093277,-0.501992969408839
0.02021895292162938,0.1187587438890956,0.07195395722827429,0.05464822700870177,0.2032942337955773,0.0831016507416953
-inf,6.202087647733727,-inf,-inf,-inf,-inf
0.14235744797600808,1.0669952285077704,0.26842300532716556,0.2391555182044182,0.45108128766710615,0.28833580724616814
-3.56,-526.1120000000001,5.130000000000001,-26.294426,6.991779,-3.121090000000001
-0.006833013435700576,-1.0098119001919388,0.009846449136276393,-0.05046914779270634,0.013419921305182343,-0.005990575815738966
-0.006,-0.934,-0.006,0.012056,0.006182,-0.018207
0.402,-0.534,0.784,0.363594,1.40168,0.844657
-0.358,-2.39,-0.834,-0.994623,-0.915272,-0.721277
0.14219336454852377,0.344613905536465,0.26824234793983276,0.23376960240523526,0.4508816183828936,0.28827356927352066
10.534074472168907,61.87330556621881,37.4880117159309,28.471726271533623,105.91629580749577,43.29596003642325
-0.04381436942284763,-1.2603751465729567,0.25594650204110947,-1.4841852285626054,0.25405903294386467,0.10328510996389212
0.1143163781447902,0.2685029011829459,0.1888289094130953,0.17177557559101242,0.3668059087315476,0.2346947839788389
-0.43505218151674097,2.0081254574108867,0.9046534484837765,2.5331667115754426,-0.24890728139093277,-0.501992969408839
0.02021895292162938,0.1187587438890956,0.07195395722827429,0.05464822700870177,0.2032942337955773,0.0831016507416953
0.14235744797600808,1.0669952285077704,0.26842300532716556,0.2391555182044182,0.45108128766710615,0.28833580724616814
