Ax,Ay,Az,Gx,Gy,Gz
0.023613577023498696,-1.0062036553524805,-0.09434464751958224,-0.01763863446475196,0.028057456919060055,0.0009976187989556142
0.018,-0.916,-0.066,0.016433,0.108786,0.018715
-0.8,-1.926,-0.652,-0.638704,-1.44117,-0.774907
0.458,-0.476,0.53,0.762118,1.33917,0.684505
-0.2967115461877727,-0.611280252994446,0.16615662651951688,-0.4926438323630193,-0.2660570837861174,-0.3119754988867507
0.1318174096217167,0.30132506186557956,0.16891742393771855,0.16214512996884567,0.5998695217637314,0.19006755938073067
0.009044328689614077,0.0179117318540747,0.011214615168976561,0.010798528822597402,0.03653741467849355,0.012354303445487795
0.1770010016743756,0.3505395025652616,0.21947434535201513,0.21133137503109847,0.7150513010558606,0.24177848460457016
1.3337604826231608,-0.523415474048551,0.29150519587266244,0.7668605820630447,-0.9884320481047304,0.5371744370576881
0.03132935459373232,0.12287794285870107,0.048168988267695605,0.044660950072534795,0.511298363141679,0.05845683561768237
-inf,5.889159369830484,-inf,-inf,-inf,-inf
0.17856918998969848,1.06551571499598,0.23889307395420614,0.21206619602924917,0.7156015539603333,0.2417805427675072
9.044,-385.376,-36.134,-6.755597,10.746006000000001,0.3820880000000002
0.023613577023498696,-1.0062036553524805,-0.09434464751958224,-0.01763863446475196,0.028057456919060055,0.0009976187989556142
0.018,-0.916,-0.066,0.016433,0.108786,0.018715
0.458,-0.476,0.53,0.762118,1.33917,0.684505
-0.8,-1.926,-0.652,-0.638704,-1.44117,-0.774907
0.1770010016743756,0.3505395025652616,0.21947434535201513,0.21133137503109847,0.7150513010558606,0.24177848460457016
11.999142809399476,47.06225211488251,18.448722506527417,17.105143877780826,195.82727308326304,22.388968041572348
-0.2967115461877727,-0.611280252994446,0.16615662651951688,-0.4926438323630193,-0.2660570837861174,-0.3119754988867507
0.1318174096217167,0.30132506186557956,0.16891742393771855,0.16214512996884567,0.5998695217637314,0.19006755938073067
1.3337604826231608,-0.523415474048551,0.29150519587266244,0.7668605820630447,-0.9884320481047304,0.5371744370576881
0.03132935459373232,0.12287794285870107,0.048168988267695605,0.044660950072534795,0.511298363141679,0.05845683561768237
0.17856918998969848,1.06551571499598,0.23889307395420614,0.21206619602924917,0.7156015539603333,0.2417805427675072
