Ax,Ay,Az,Gx,Gy,Gz
-0.011221374045801525,-0.9902061068702289,-0.06684351145038167,-0.012469746183206105,-0.009366994274809155,-0.0031517690839694685
-0.012,-0.94,-0.056,0.095205,-0.036527,-0.013977
-0.314,-1.888,-0.554,-0.844892,-0.867434,-0.442746
0.272,-0.634,0.488,0.5293,0.751768,0.611866
0.02130513052477085,-0.9541057127861778,0.0368156250237771,-0.6352184258992977,0.06831588159338613,0.17315454643675848
0.09627014742730611,0.22590830953907115,0.14384039391643844,0.2515394763125692,0.29910333414428064,0.17069914283841267
0.005156041561576831,0.012118672493006504,0.008312542302805752,0.012829339778947974,0.01525897324011311,0.009012224852006524
0.11802718603095987,0.2774090929443415,0.19028279059555026,0.29367701067972135,0.349293862693669,0.20629925621377548
-0.35968975212149923,0.43697214604893153,0.28115757661116225,-0.5588245765433433,-0.9692362346595527,-0.5348104706031704
0.013930416642386806,0.07695580484820232,0.03620754039683003,0.08624618660177717,0.12200620251546371,0.04255938311435698
-inf,6.224396718586677,-inf,-inf,-inf,-inf
0.11855941918659434,1.0283306564190808,0.20168191644232095,0.293941628851122,0.34941943720578567,0.2063233306311132
-5.879999999999999,-518.8679999999999,-35.025999999999996,-6.534146999999999,-4.908304999999997,-1.6515270000000015
-0.011221374045801525,-0.9902061068702289,-0.06684351145038167,-0.012469746183206105,-0.009366994274809155,-0.0031517690839694685
-0.012,-0.94,-0.056,0.095205,-0.036527,-0.013977
0.272,-0.634,0.488,0.5293,0.751768,0.611866
-0.314,-1.888,-0.554,-0.844892,-0.867434,-0.442746
0.11802718603095987,0.2774090929443415,0.19028279059555026,0.29367701067972135,0.349293862693669,0.20629925621377548
7.2995383206106865,40.32484174045801,18.972751167938934,45.19300177933124,63.93125011810298,22.301116751923058
0.02130513052477085,-0.9541057127861778,0.0368156250237771,-0.6352184258992977,0.06831588159338613,0.17315454643675848
0.09627014742730611,0.22590830953907115,0.14384039391643844,0.2515394763125692,0.29910333414428064,0.17069914283841267
-0.35968975212149923,0.43697214604893153,0.28115757661116225,-0.5588245765433433,-0.9692362346595527,-0.5348104706031704
0.013930416642386806,0.07695580484820232,0.03620754039683003,0.08624618660177717,0.12200620251546371,0.04255938311435698
0.11855941918659434,1.0283306564190808,0.20168191644232095,0.293941628851122,0.34941943720578567,0.2063233306311132
