Ax,Ay,Az,Gx,Gy,Gz
0.1315940594059406,-0.9966930693069307,0.2058811881188119,-0.011437477722772274,0.01508163613861386,-0.006183608910891092
0.148,-0.917,0.138,0.022709,0.043466500000000005,-0.002228
-0.626,-1.788,-0.298,-1.07451,-1.47986,-1.14739
0.978,-0.522,0.898,0.9921,1.43364,1.06304
0.2170203622035804,-0.49682276018351834,0.7770648477135417,-0.1512650121938834,-0.08097974948927628,-0.09336129558814789
0.2103844230957749,0.291059503970199,0.20992569355945498,0.2658938100063719,0.6353920258798157,0.42823480499460836
0.014062570551346854,0.016626974053583068,0.012926589661578617,0.016917678714613617,0.03630821368947127,0.025551642932259876
0.2826541699085466,0.3341980423882281,0.25982123660826456,0.34004113375990236,0.7297860632085301,0.5135816667690088
0.48789206937707874,-0.9983307818480842,-0.3278904173852406,0.3289139725355361,-1.1230128341004728,-0.820001275859124
0.07989337976668953,0.11168833153612391,0.06750707499264778,0.11562797264871981,0.5325876980534048,0.2637661284412332
-inf,5.946480754662426,-inf,-inf,-inf,-inf
0.31178578581715966,1.0512304247597641,0.3315028485757873,0.3402334324333497,0.7299418838524218,0.5136188912612113
53.164,-402.664,83.176,-4.620740999999999,6.092981,-2.498178000000001
0.1315940594059406,-0.9966930693069307,0.2058811881188119,-0.011437477722772274,0.01508163613861386,-0.006183608910891092
0.148,-0.917,0.138,0.022709,0.043466500000000005,-0.002228
0.978,-0.522,0.898,0.9921,1.43364,1.06304
-0.626,-1.788,-0.298,-1.07451,-1.47986,-1.14739
0.2826541699085466,0.3341980423882281,0.25982123660826456,0.34004113375990236,0.7297860632085301,0.5135816667690088
32.27692542574257,45.12208594059406,27.272858297029703,46.7137009500828,215.16543001357553,106.5615158902582
0.2170203622035804,-0.49682276018351834,0.7770648477135417,-0.1512650121938834,-0.08097974948927628,-0.09336129558814789
0.2103844230957749,0.291059503970199,0.20992569355945498,0.2658938100063719,0.6353920258798157,0.42823480499460836
0.48789206937707874,-0.9983307818480842,-0.3278904173852406,0.3289139725355361,-1.1230128341004728,-0.820001275859124
0.07989337976668953,0.11168833153612391,0.06750707499264778,0.11562797264871981,0.5325876980534048,0.2637661284412332
0.31178578581715966,1.0512304247597641,0.3315028485757873,0.3402334324333497,0.7299418838524218,0.5136188912612113
