Ax,Ay,Az,Gx,Gy,Gz
0.00313779527559055,-0.983011811023622,0.14756299212598425,-0.00496732874015748,-0.00897300393700787,0.008198334645669292
-0.004,-0.898,0.178,0.001995,-0.041854,0.055265
-0.37,-1.7,-0.34,-0.514662,-0.936674,-0.772977
0.55,-0.532,0.736,0.374837,0.709158,0.771655
0.16823379436003186,-0.7927728199267087,-0.3100521195097865,-0.5117883217789512,0.11321450979158457,-0.23471189112799953
0.11815896831793664,0.22122414594829187,0.1285762291524583,0.11019271947268895,0.25412874769049537,0.2994534893824788
0.006536548368669864,0.011958192682096162,0.007234391766888552,0.006500140673885678,0.013893204863846589,0.015838974355968555
0.14732631809893307,0.26952397497967817,0.1630549095007784,0.14650573033295966,0.3131369346236814,0.3569923517299873
-0.021881787306134548,-0.30930867362636993,0.7596542869288729,0.696470097326328,-0.13452199704784418,-0.8251486137063253
0.02170504400458801,0.07264317308884619,0.02658690351230703,0.021463929020393898,0.09805473982551574,0.12744353919370693
-inf,6.1945528727281225,-inf,-inf,-inf,-inf
0.1473597291113808,1.019291613671371,0.21991302862149917,0.14658991566682442,0.31326546988962783,0.357086476759719
1.5939999999999994,-499.37,74.962,-2.5234029999999996,-4.558285999999998,4.164754
0.00313779527559055,-0.983011811023622,0.14756299212598425,-0.00496732874015748,-0.00897300393700787,0.008198334645669292
-0.004,-0.898,0.178,0.001995,-0.041854,0.055265
0.55,-0.532,0.736,0.374837,0.709158,0.771655
-0.37,-1.7,-0.34,-0.514662,-0.936674,-0.772977
0.14732631809893307,0.26952397497967817,0.1630549095007784,0.14650573033295966,0.3131369346236814,0.3569923517299873
11.02616235433071,36.902731929133864,13.50614698425197,10.9036759423601,49.811807831361996,64.74131791040313
0.16823379436003186,-0.7927728199267087,-0.3100521195097865,-0.5117883217789512,0.11321450979158457,-0.23471189112799953
0.11815896831793664,0.22122414594829187,0.1285762291524583,0.11019271947268895,0.25412874769049537,0.2994534893824788
-0.021881787306134548,-0.30930867362636993,0.7596542869288729,0.696470097326328,-0.13452199704784418,-0.8251486137063253
0.02170504400458801,0.07264317308884619,0.02658690351230703,0.021463929020393898,0.09805473982551574,0.12744353919370693
0.1473597291113808,1.019291613671371,0.21991302862149917,0.14658991566682442,0.31326546988962783,0.357086476759719
