Ax,Ay,Az,Gx,Gy,Gz
-0.04060631001371742,-1.0082085048010974,0.02375034293552812,-0.020076983539094654,-0.011009962962962963,-0.01653421262002743
-0.036,-0.944,0.006,0.001404,0.043466,-0.023534
-0.372,-1.926,-0.402,-1.02125,-1.11767,-0.822477
0.294,-0.634,0.654,0.928184,1.0821,0.791394
-0.10568887470695441,-1.1724543055577779,0.8041282092221553,-0.4541368747599529,-0.3935282365261805,0.10129896929810839
0.10292281551479845,0.18145802073983752,0.13042629379366666,0.1683410683104992,0.35158945018543925,0.20193048259355223
0.00471088117393311,0.008614024115311337,0.006378473760466422,0.008636000924969392,0.015600512211443042,0.009753830095954066
0.12719379169619396,0.2325786511134061,0.1722187915325934,0.2331720249741736,0.42121382970896215,0.2633534125907598
-0.37639856207725986,1.314053435074137,0.7882162279773728,2.1896694164430412,-0.5488486169033377,0.41700147428337564
0.016178260646054782,0.054092828953731464,0.029659312156946865,0.054369193230556646,0.17742109033809056,0.06935501992319895
-inf,6.566684915580506,-inf,-inf,-inf,-inf
0.1335182873578931,1.0346870145638225,0.17384875882934012,0.23403478053183835,0.4213576979509646,0.2638719388456515
-29.602,-734.984,17.314,-14.636121000000003,-8.026263,-12.053440999999998
-0.04060631001371742,-1.0082085048010974,0.02375034293552812,-0.020076983539094654,-0.011009962962962963,-0.01653421262002743
-0.036,-0.944,0.006,0.001404,0.043466,-0.023534
0.294,-0.634,0.654,0.928184,1.0821,0.791394
-0.372,-1.926,-0.402,-1.02125,-1.11767,-0.822477
0.12719379169619396,0.2325786511134061,0.1722187915325934,0.2331720249741736,0.42121382970896215,0.2633534125907598
11.793952010973937,39.433672307270236,21.621638562414265,39.635141865075795,129.33997485646802,50.55980952401204
-0.10568887470695441,-1.1724543055577779,0.8041282092221553,-0.4541368747599529,-0.3935282365261805,0.10129896929810839
0.10292281551479845,0.18145802073983752,0.13042629379366666,0.1683410683104992,0.35158945018543925,0.20193048259355223
-0.37639856207725986,1.314053435074137,0.7882162279773728,2.1896694164430412,-0.5488486169033377,0.41700147428337564
0.016178260646054782,0.054092828953731464,0.029659312156946865,0.054369193230556646,0.17742109033809056,0.06935501992319895
0.1335182873578931,1.0346870145638225,0.17384875882934012,0.23403478053183835,0.4213576979509646,0.2638719388456515
